no;testno;brand;model;power_l;matt;dim;color_l;lm_l;eq_l;ra_l;u;pf_l;angle_l;life;war;prod;w;d;h;t;barcode;plant;importer;base;shape;type;type2;url;shop;rub;usd;p;pf;lm;color;cri;r9;Rf;Rg;Duv;flicker230;flicker220;flicker207;flicker;angle;switch;umin;drv;tmax;date;instruments;add2;add3;add4;add5;cqs;eq;rating;lamp_image;lamp_desc
666;666;Airam;4711531 7 Watt 600 lumen E27 2800K;7;1;0;2800;600;47;;220-230;;;12000;36;;;60;107;;6435200207012;;;E27;Bulb;LED;;http://www.airam.fi/en/consumers/lamps/;;;3.23;6.6;59;584;2782;81.6;-2;;;;0;;;0;210;1;;;;09.03.2016;1111100000;;;;;;60;4.5;00666-airam-4711531-7-watt-600-lumen-e27-2800k;Bulb 600Lm 7W 2800K M E27
667;667;Airam;4711532 5 Watt 470 lumen E14 2800K;5;1;0;2800;470;40;;220-230;;;12000;36;;;38;100;;6435200207036;;;E14;Candle;LED;;http://www.airam.fi/en/consumers/lamps/;;;3.23;5.2;50;450;2836;81.1;-2;;;;109;;;109;196;1;;;;09.03.2016;1111100000;;2;;;;50;1.0;00667-airam-4711532-5-watt-470-lumen-e14-2800k;Candle 470Lm 5W 2800K M E14
668;668;Elvan;VLS-7480-6W-NH;6;0;0;4000;350;;;90-265;;;;;;;130;46;;2000545901785;;;no;Lamp;LED;;http://elvan.ru/diodnye_svetilniki/cvetilniki_led_spot_downlight/7480_6w_4000k_svetilnik_vstraivaemyy_kruglyy_led_6w/;;600;;5.7;51;305;4417;67.9;-50;;;;1;;;1;52;3;;;;09.03.2016;1111100000;;;;;;35;1.8;00668-elvan-vls-7480-6w-nh;Lamp 350Lm 6W 4000K
669;669;Elvan;VLS-7480-6W-WW;5;0;0;3000;350;;;90-265;;;;;;;130;46;;2000054644814;;;no;Lamp;LED;;http://elvan.ru/diodnye_svetilniki/cvetilniki_led_spot_downlight/7480_6w_3000k_svetilnik_vstraivaemyy_kruglyy_led_6w/;;600;;5.4;50;271;3001;61;-69;;;;1;;;1;61;3;;;;09.03.2016;1111100000;;;;;;30;1.5;00669-elvan-vls-7480-6w-ww;Lamp 350Lm 5W 3000K
670;670;IKEA;703.194.34 LED1478G13;13;1;1;2700;1000;;90;220-240;;;25000;24;0915;;95;128;;70319434222379;;Икеа;E27;Globe;LED;;http://www.ikea.com/ru/ru/catalog/products/70319434/;;799;;12.8;94;871;2756;92.3;55;;;;10;;;10;198;1;;;;19.03.2016;1111100000;;;;;;80;4.6;00670-ikea-70319434-led1478g13;Globe 1000Lm 13W 2700K M D E27
671;671;IKEA;RYET 503.220.22 LED1512G8;7.5;1;0;2700;600;;80;220-240;;;25000;24;1215;;60;110;;50322022199729;;Икеа;E27;Bulb;LED;;;;299;;6.7;73;563;2821;82.5;7;;;;11;;;11;214;3;;;;19.03.2016;1111100000;;1;;;;60;4.4;00671-ikea-ryet-50322022-led1512g8;Bulb 600Lm 7.5W 2700K M E27
672;672;IKEA;702.667.65 LED1468G6;6.3;1;1;2700;400;;90;220-240;;;25000;24;0915;;60;110;;70266765216339;;Икеа;E27;Bulb;LED;;http://www.ikea.com/ru/ru/catalog/products/70266765/;;349;;5.7;93;378;2704;92.1;53;;;;11;;;11;244;1;;;;19.03.2016;1111100000;;;;;;45;4.7;00672-ikea-70266765-led1468g6;Bulb 400Lm 6.3W 2700K M D E27
673;673;IKEA;903.111.30 LED1481G3;3;1;0;2700;200;;90;220-240;;;25000;24;1215;;45;78;;90311130199729;;Икеа;E14;G45;LED;;http://www.ikea.com/ru/ru/catalog/products/9031130/;;199;;2.9;58;178;2704;91.5;52;;;;1;;;1;206;3;;;;19.03.2016;1111100000;;;;;;20;4.8;00673-ikea-90311130-led1481g3;G45 200Lm 3W 2700K M E14
674;674;IKEA;203.112.80 LED1464R3;3;0;0;2700;200;;90;220-240;;;25000;24;1115;;50;83;;20311280222379;;Икеа;E14;R50;LED;;http://www.ikea.com/ru/ru/catalog/products/20311280/;;199;;2.8;55;191;2789;92.1;54;;;;1;;;1;33;3;;;;19.03.2016;1111100000;;;;;;35;5.0;00674-ikea-20311280-led1464r3;R50 200Lm 3W 2700K E14
675;675;IKEA;902.667.07 LED1471C6;6;0;1;2700;400;;90;220-240;;;25000;24;0316;;38;110;;90266707216339;;Икеа;E14;Candle;LED;;http://www.ikea.com/ru/ru/catalog/products/90266707/;;349;;5.9;93;365;2720;92.4;55;;;;16;;;16;232;1;;;;19.03.2016;1111100000;;;;;;40;4.7;00675-ikea-90266707-led1471c6;Candle 400Lm 6W 2700K D E14
676;676;IKEA;703.120.84 LED1447G2;1.8;0;0;2700;80;15;80;220-240;;;20000;24;0215;;27;58;;70312084216339;;Икеа;E14;Bulb;LED;;http://www.ikea.com/ru/ru/catalog/products/70312084/;;199;;1.4;58;76;2781;82.9;15;;;;1;;;1;125;3;;;;19.03.2016;1111100000;;;;;;15;4.5;00676-ikea-70312084-led1447g2;Bulb 80Lm 1.8W 2700K E14
677;677;IKEA;602.880.27 LED1335R2;1.25;0;0;2700;90;15;80;12;;;25000;24;0415;;35;40;;60288027216339;;Икеа;GU4;Spot;LED;;http://www.ikea.com/ru/ru/catalog/products/60288027/;;299;;1.26;;100;2780;83.2;9;;;;1;;;1;38;;;;;20.03.2016;1111100000;;1;;;;15;4.5;00677-ikea-60288027-led1335r2;Spot 90Lm 1.3W 2700K GU4 12v
678;678;IKEA;002.952.62 LED1430X7;6.3;1;1;2700;400;40;90;220-240;;;25000;24;0215;;75;40;;00295262199729;;Икеа;GX53;Spot;LED;;http://www.ikea.com/ru/ru/catalog/products/00295262/;;599;;6.1;92;408;2724;96.1;77;;;;20;;;20;115;1;;;;19.03.2016;1111100000;;;;;;45;3.5;00678-ikea-00295262-led1430x7;Spot 400Lm 6.3W 2700K M D GX53
679;679;X-Flash;47291 XF-E14-TCD-P-10W-3000K-220V;10;1;1;3000;800;75;80;85-265;;;50000;60;0116;71;38;111;;4607044247291;;;E14;Candle;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e14-tcd-p-10w-3000k-220v/;;399;;9;62;748;3054;83.6;10;;;;1;;;1;222;1;132;1;;20.03.2016;1111100000;;6;1 в диммируемых;;;75;4.4;00679-x-flash-47291-xf-e14-tcd-p-10w-3000k-220v;Candle 800Lm 10W 3000K M D E14
680;680;X-Flash;47314 XF-E14-TC-P-10W-3000K-220V;10;1;0;3000;800;75;80;85-265;;;50000;60;0116;42;38;111;;4607044247314;;;E14;Candle;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e14-tc-p-10w-3000k-220v/;;349;;8.7;61;805;3063;82.9;9;;;;1;;;1;222;1;153;3;;19.03.2016;1111100000;;6;;;;75;4.5;00680-x-flash-47314-xf-e14-tc-p-10w-3000k-220v;Candle 800Lm 10W 3000K M E14
681;681;X-Flash;47321 XF-E14-TC-P-10W-4000K-220V;10;1;0;4000;820;75;80;85-265;;;50000;60;0116;42;38;111;;4607044247321;;;E14;Candle;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e14-tc-p-10w-4000k-220v/;;349;;8.9;60;855;4097;84.4;15;;;;1;;;1;225;1;159;3;;19.03.2016;1111100000;;1;;;;80;4.5;00681-x-flash-47321-xf-e14-tc-p-10w-4000k-220v;Candle 820Lm 10W 4000K M E14
682;682;X-Flash;47192 XF-E14-CCD-6W-3000K-220V;6;0;1;3000;450;45;80;85-265;;;50000;60;0116;;35;104;;4607044247192;;;E14;Candle;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e14-ccd-6w-3000k-220v/;;299;;5;57;466;3109;83.5;11;;;;1;;;1;119;1;;;;19.03.2016;1111100000;;1;;;;50;4.5;00682-x-flash-47192-xf-e14-ccd-6w-3000k-220v;Candle 450Lm 6W 3000K D E14
683;683;X-Flash;47208 XF-E14-CCD-6W-4000K-220V;6;0;1;4000;470;45;80;85-265;;;50000;60;0116;;35;104;;4607044247208;;;E14;Candle;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-e14-ccd-6w-4000k-220v/;;299;;5.1;58;496;4135;84.4;13;;;;1;;;1;119;1;;;;19.03.2016;1111100000;;1;;;;55;4.5;00683-x-flash-47208-xf-e14-ccd-6w-4000k-220v;Candle 470Lm 6W 4000K D E14
684;684;X-Flash;47239 XF-MR16D-P-GU10-8W-3000K-220V;8;1;1;3000;680;75;80;85-265;;;50000;60;0116;;50;56;;4607044247239;;;GU10;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-mr16d-p-gu10-8w-3000k-220v/;;499;;7.1;60;585;3064;84.8;15;;;;1;;;1;74;3;;;;19.03.2016;1111100000;;1;;;;60;4.3;00684-x-flash-47239-xf-mr16d-p-gu10-8w-3000k-220v;Spot 680Lm 8W 3000K M D GU10
685;685;X-Flash;47246 XF-MR16D-P-GU10-8W-4000K-220V;8;1;1;4000;700;75;80;85-265;;;50000;60;0116;;50;56;;4607044247246;;;GU10;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-mr16d-p-gu10-8w-4000k-220v/;;499;;7.1;60;656;4154;84.9;18;;;;1;;;1;71;3;;;;19.03.2016;1111100000;;1;;;;65;4.4;00685-x-flash-47246-xf-mr16d-p-gu10-8w-4000k-220v;Spot 700Lm 8W 4000K M D GU10
686;686;X-Flash;47253 XF-MR16-P-GU10-8W-3000K-220V;8;1;0;3000;680;75;80;85-265;;;50000;60;0116;43;50;56;;4607044247253;;;GU10;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-mr16-p-gu10-8w-3000k-220v/;;299;;7;55;695;2960;83.9;18;;;;1;;;1;62;1;126;1;;19.03.2016;1111100000;;1;;;;70;4.5;00686-x-flash-47253-xf-mr16-p-gu10-8w-3000k-220v;Spot 680Lm 8W 3000K M GU10
687;687;X-Flash;47260 XF-MR16-P-GU10-8W-4000K-220V;8;1;0;4000;700;75;80;85-265;;;50000;60;0116;43;50;56;;4607044247260;;;GU10;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-mr16-p-gu10-8w-4000k-220v/;;299;;7;54;787;4229;85.1;15;;;;1;;;1;62;1;126;1;;19.03.2016;1111100000;;1;;;;75;4.5;00687-x-flash-47260-xf-mr16-p-gu10-8w-4000k-220v;Spot 700Lm 8W 4000K M GU10
688;688;X-Flash;47277 XF-MR16-P-GU5.3-8W-3000K-220V;8;1;0;3000;680;75;80;85-265;;;50000;60;0116;38;50;50;;4607044247277;;;GU5.3;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-mr16-p-gu5-3-8w-3000k-220v/;;299;;7.5;62;682;3109;83.8;13;;;;1;;;1;59;1;151;1;;19.03.2016;1111100000;;1;;;;70;4.5;00688-x-flash-47277-xf-mr16-p-gu53-8w-3000k-220v;Spot 680Lm 8W 3000K M GU5.3
689;689;X-Flash;47284 XF-MR16-P-GU5.3-8W-4000K-220V;8;1;0;4000;700;75;80;85-265;;;50000;60;0116;37;50;50;;4607044247284;;;GU5.3;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-mr16-p-gu5-3-8w-4000k-220v/;;299;;7.9;62;718;4289;84.5;13;;;;2;;;2;60;1;151;1;;19.03.2016;1111100000;;1;;;;70;4.5;00689-x-flash-47284-xf-mr16-p-gu53-8w-4000k-220v;Spot 700Lm 8W 4000K M GU5.3
690;690;X-Flash;47215 XF-GX53-P-7W-3000K-220V;7;1;0;3000;600;;80;85-265;;;50000;60;0116;44;75;27;;4607044247215;;;GX53;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-gx53-p-7w-3000k-220v/;;199;;6.9;56;607;3066;84.4;15;;;;1;;;1;108;1;123;1;;19.03.2016;1111100000;;1;;;;65;4.5;00690-x-flash-47215-xf-gx53-p-7w-3000k-220v;Spot 600Lm 7W 3000K M GX53
691;691;X-Flash;47222 XF-GX53-P-7W-4000K-220V;7;1;0;4000;620;;80;85-265;;;50000;60;0116;45;75;27;;4607044247222;;;GX53;Spot;LED;;http://x-flash.su/catalog/svetodiodnye-lampy/xf-gx53-p-7w-4000k-220v/;;199;;7.1;56;669;4271;85.9;20;;;;1;;;1;109;1;125;1;;20.03.2016;1111100000;;1;;;;70;4.5;00691-x-flash-47222-xf-gx53-p-7w-4000k-220v;Spot 620Lm 7W 4000K M GX53
692;692;Geniled;01215 E27 А60 16W 4200К;16;1;0;4200;1750;170;80;180-240;;;40000;36;;79;60;118;;4680001738711;;;E27;Bulb;LED;;http://geniled.ru/bulbs/grusha_a60/svetodiodnaya_lampa_geniled_e27_a60_16w_4200k_matovaya/;;616;;12.3;57;1536;4344;85.4;19;;;;1;;;1;146;1;129;1;;19.03.2016;1111100000;;1;;;;135;4.3;00692-geniled-01215-e27-a60-16w-4200k;Bulb 1750Lm 16W 4200K M E27
693;693;Geniled;01214 E27 А60 12W 2700К;12;1;0;2700;1320;130;80;180-240;;;40000;36;;77;60;118;;4680001738926;;;E27;Bulb;LED;;http://geniled.ru/bulbs/grusha_a60/svetodiodnaya_lampa_geniled_e27_a60_12w_2700k_matovaya/;;333;;10.8;59;1018;3087;82.4;5;;;;1;;;1;191;1;134;1;;19.03.2016;1111100000;;1;шкаф;;;90;4.0;00693-geniled-01214-e27-a60-12w-2700k;Bulb 1320Lm 12W 2700K M E27
694;694;Geniled;01212 E27 А60 10W 2700К;10;1;0;2700;950;100;80;180-240;;;40000;36;;68;60;109;;4680001738919;;;E27;Bulb;LED;;http://geniled.ru/bulbs/grusha_a60/svetodiodnaya_lampa_geniled_e27_a60_10w_2700k_matovaya/;;284;;9.3;57;743;3089;83.6;10;;;;1;;;1;187;1;118;1;;19.03.2016;1111100000;;1;;;;75;4.0;00694-geniled-01212-e27-a60-10w-2700k;Bulb 950Lm 10W 2700K M E27
695;695;Geniled;01210 E27 А60 7W 2700К;7;1;0;2700;660;70;80;180-240;;;40000;36;;56;60;110;;4680001738902;;;E27;Bulb;LED;;http://geniled.ru/bulbs/grusha_a60/svetodiodnaya_lampa_geniled_e27_a60_7w_2700k_matovaya_/;;136;;6.2;58;593;3125;82.7;6;;;;1;;;1;224;1;121;1;;19.03.2016;1111100000;;1;шкаф;;;60;4.3;00695-geniled-01210-e27-a60-7w-2700k;Bulb 660Lm 7W 2700K M E27
696;696;Geniled;01228 E27 G45 8W 2700К;8;0;0;2700;750;80;80;180-240;;;40000;36;;56;45;87;;4680001738995;;;E27;G45;LED;;http://geniled.ru/bulbs/sharik_g45/svetodiodnaya_lampa_geniled_e27_g45_8w_2700k_linza/;;328;;6.9;58;583;3068;84.8;16;;;;2;;;2;168;3;120;1;;19.03.2016;1111100000;;1;;;;60;4.0;00696-geniled-01228-e27-g45-8w-2700k;G45 750Lm 8W 2700K E27
697;697;Geniled;01224 E27 G45 7W 2700К;7;1;0;2700;660;70;80;180-240;;;40000;36;;52;45;87;;4680001738971;;;E27;G45;LED;;http://geniled.ru/bulbs/sharik_g45/svetodiodnaya_lampa_geniled_e27_g45_7w_2700k_matovaya/;;266;;6.9;58;591;3054;83.7;10;;;;2;;;2;199;1;113;1;;19.03.2016;1111100000;;1;;;;60;4.3;00697-geniled-01224-e27-g45-7w-2700k;G45 660Lm 7W 2700K M E27
698;698;Geniled;01204 E14 C37 8W 2700К;8;0;0;2700;750;80;80;180-240;;;40000;36;;63;38;112;;4680001738889;;;E14;Candle;LED;;http://geniled.ru/bulbs/svecha_s37/svetodiodnaya_lampa_geniled_e14_c37_8w_2700k_linza/;;326;;6.7;58;599;3085;84.8;16;;;;1;;;1;185;3;117;1;;19.03.2016;1111100000;;1;;;;60;4.0;00698-geniled-01204-e14-c37-8w-2700k;Candle 750Lm 8W 2700K E14
699;699;Geniled;01202 E14 C37 7W 2700К;7;1;0;2700;660;70;80;180-240;;;40000;36;;58;39;113;;4680001738872;;;E14;Candle;LED;;http://geniled.ru/bulbs/svecha_s37/svetodiodnaya_lampa_geniled_e14_c37_7w_2700k_matovaya/;;266;;7;57;589;3087;83.8;11;;;;1;;;1;250;1;115;1;;19.03.2016;1111100000;;1;;;;60;4.3;00699-geniled-01202-e14-c37-7w-2700k;Candle 660Lm 7W 2700K M E14
700;700;Geniled;01240 GU10 MR16 8W 2700К;8;0;0;2700;670;75;80;180-240;;;40000;36;;48;50;57;;4680001739022;;;GU10;Spot;LED;;http://geniled.ru/bulbs/sofit_mr16/svetodiodnaya_lampa_geniled_gu10_mr16_8w_2700k/;;305;;6.4;56;602;3115;82.6;6;;;;1;;;1;107;1;98;1;;19.03.2016;1111100000;;1;;;;65;4.3;00700-geniled-01240-gu10-mr16-8w-2700k;Spot 670Lm 8W 2700K GU10
701;701;Geniled;01233 GU10 MR16 8W 4200К;8;0;0;4200;700;75;80;180-240;;;40000;36;;48;50;57;;4680001738803;;;GU10;Spot;LED;;http://geniled.ru/bulbs/sofit_mr16/svetodiodnaya_lampa_geniled_gu10_mr16_8w_4200k/;;305;;6.3;55;626;4203;83.8;8;;;;1;;;1;106;1;100;1;;19.03.2016;1111100000;;1;;;;65;4.3;00701-geniled-01233-gu10-mr16-8w-4200k;Spot 700Lm 8W 4200K GU10
702;702;Geniled;01232 GU5.3 MR16 8W 2700К;8;0;0;2700;670;75;80;180-240;;;40000;36;;41;50;48;;4680001739015;;;GU5.3;Spot;LED;;http://geniled.ru/bulbs/sofit_mr16/svetodiodnaya_lampa_geniled_gu5_3_mr16_8w_2700k/;;305;;6.3;56;581;3086;82.2;4;;;;1;;;1;105;1;100;1;;19.03.2016;1111100000;;1;;;;60;4.3;00702-geniled-01232-gu53-mr16-8w-2700k;Spot 670Lm 8W 2700K GU5.3
703;703;Geniled;01229 GU5.3 MR16 5W 4200К;5;0;0;4200;450;50;80;180-240;;;40000;36;;27;50;45;;4680001738780;;;GU5.3;Spot;LED;;http://geniled.ru/bulbs/sofit_mr16/svetodiodnaya_lampa_geniled_gu5_3_mr16_5w_2700k/;;305;;4.4;54;443;4181;83.2;3;;;;1;;;1;104;1;107;1;;19.03.2016;1111100000;;1;;;;50;4.5;00703-geniled-01229-gu53-mr16-5w-4200k;Spot 450Lm 5W 4200K GU5.3
704;704;Geniled;01237 GX53 8W 2700К;8;1;0;2700;700;80;80;180-240;;;40000;36;;85;75;26;;4680001739046;;;GX53;Spot;LED;;http://geniled.ru/bulbs/tabletka_gx/svetodiodnaya_lampa_geniled_gx53_8w_2700k/;;352;;7.4;56;563;3129;84.6;14;;;;1;;;1;111;1;131;1;;19.03.2016;1111100000;;1;;;;60;4.2;00704-geniled-01237-gx53-8w-2700k;Spot 700Lm 8W 2700K M GX53
705;705;Geniled;01234 GX53 6W 4200К;6;1;0;4200;560;60;80;180-240;;;40000;36;;82;75;26;;4680001738810;;;GX53;Spot;LED;;http://geniled.ru/bulbs/tabletka_gx/svetodiodnaya_lampa_geniled_gx53_6w_4200k/;;285;;5.5;54;428;4193;86.3;21;;;;1;;;1;114;1;109;1;;19.03.2016;1111100000;;1;;;;50;4.0;00705-geniled-01234-gx53-6w-4200k;Spot 560Lm 6W 4200K M GX53
706;706;Geniled;01239 GX70 12W 2700К;12;1;0;2700;1200;120;80;180-240;;;40000;36;;177;110;37;;4680001739053;;;GX70;Spot;LED;;http://geniled.ru/bulbs/tabletka_gx/svetodiodnaya_lampa_geniled_gx70_12w_2700k/;;760;;12.28;58;979;3112;83.5;7;;;;1;;;1;112;1;120;1;;02.05.2016;1111100000;;1;;;;85;4.2;00706-geniled-01239-gx70-12w-2700k;Spot 1200Lm 12W 2700K M GX70
707;707;Geniled;01238 GX70 12W 4200К;12;1;0;4200;1290;120;80;180-240;;;40000;36;;179;110;37;;4680001738834;;;GX70;Spot;LED;;http://geniled.ru/bulbs/tabletka_gx/svetodiodnaya_lampa_geniled_gx70_12w_4200k/;;760;;12.23;58;1137;4233;85.1;16;;;;1;;;1;112;1;121;1;;02.05.2016;1111100000;;1;;;;95;4.3;00707-geniled-01238-gx70-12w-4200k;Spot 1290Lm 12W 4200K M GX70
708;708;Smartbuy;SBL-A60-11-40K-E27-A;11;1;0;4000;900;90;80;160-240;;;30000;24;1215;;60;108;;4690626025608;;;E27;Bulb;LED;;http://www.smartbuy-russia.ru/product/light/2519/17490/;;;;8.5;58;807;4186;74.4;-22;;;;1;;;1;196;1;;;;19.03.2016;1111100000;;;;;;75;3.3;00708-smartbuy-sbl-a60-11-40k-e27-a;Bulb 900Lm 11W 4000K M E27
709;709;Smartbuy;SBL-A60-09-30K-E27-N;9;1;0;3000;700;80;80;220-240;;;30000;24;0815;;60;111;;4690626025578;;;E27;Bulb;LED;;http://www.smartbuy-russia.ru/product/light/2519/17490/;;79;;8.2;53;691;2838;72.6;-28;;;;1;;;1;175;3;;;;19.03.2016;1111100000;;;;;;70;3.5;00709-smartbuy-sbl-a60-09-30k-e27-n;Bulb 700Lm 9W 3000K M E27
710;710;Smartbuy;SBL-P45-07-30K-E14;7;1;0;3000;530;60;80;220-240;;;30000;24;0815;;46;79;;4690626027305;;;E14;G45;LED;;http://www.smartbuy-russia.ru/product/light/2519/17491/;;;;5.8;60;451;2798;72.6;-28;;;;1;;;1;176;3;;;;20.03.2016;1111100000;;;;;;50;3.1;00710-smartbuy-sbl-p45-07-30k-e14;G45 530Lm 7W 3000K M E14
711;711;Smartbuy;SBL-P45-07-30K-E14 2;7;1;0;3000;530;60;80;220-240;;;30000;24;0915;;45;78;;4690626027305;;;E14;G45;LED;;http://www.smartbuy-russia.ru/product/light/2519/17491/;;;;5.7;65;480;2786;73.7;-25;;;;2;;;2;132;3;;;;20.03.2016;1111100000;;;;;;55;3.2;00711-smartbuy-sbl-p45-07-30k-e14-2;G45 530Lm 7W 3000K M E14
712;712;Smartbuy;SBL-GU5_3-07-40K-N;7;1;0;4000;550;60;80;220-240;;;30000;24;0915;;50;49;;4690626025844;;;GU5.3;Spot;LED;;http://www.smartbuy-russia.ru/product/light/2519/17495/;;;;6.3;58;483;4442;74.4;-24;;;;1;;;1;104;3;;;;19.03.2016;1111100000;;;;;;55;3.3;00712-smartbuy-sbl-gu5_3-07-40k-n;Spot 550Lm 7W 4000K M GU5.3
713;713;Smartbuy;SBL-GU5_3-05-40K-N;5;1;0;4000;400;35;80;220-240;;;30000;24;0915;;50;49;;4690626025820;;;GU5.3;Spot;LED;;http://www.smartbuy-russia.ru/product/light/2519/17495/;;;;5.2;56;386;4473;74.7;-23;;;;2;;;2;104;3;;;;19.03.2016;1111100000;;;;;;45;4.0;00713-smartbuy-sbl-gu5_3-05-40k-n;Spot 400Lm 5W 4000K M GU5.3
714;714;Фотон;LED B35 6W E14 3000K;7;1;0;3000;500;45;80;220-240;;;30000;60;0514;;38;110;;4640009331451;;Росэл;E14;Candle;LED;;http://led.foton.ru/led-b35-6w-e14.html;;250;;5.4;60;442;3100;73.5;-25;;;;2;;;2;247;3;;;;19.03.2016;1111100000;;;;;;50;3.3;00714-foton-led-b35-6w-e14-3000k;Candle 500Lm 7W 3000K M E14
715;715;Фотон;LED P45 7W E27 3000K;7;1;0;3000;550;60;80;220-240;;;30000;60;0514;;45;78;;4640009331512;;Росэл;E27;G45;LED;;http://led.foton.ru/led-p45-7w-e14.html;;250;;5.7;54;421;3098;83.3;8;;;;1;;;1;171;1;;;;19.03.2016;1111100000;;;;;;50;4.0;00715-foton-led-p45-7w-e27-3000k;G45 550Lm 7W 3000K M E27
716;716;Экономка;Eco_LED10WA60E2730;10;1;0;3000;850;75;;220;;;30000;24;0514;;60;106;;4690488015885;;;E27;Bulb;LED;;http://ekonomca.ru/ourproduct/#/led-series/standart-10vt;;250;;9;76;592;3059;85.1;20;;;;3;;;3;141;1;;;;19.03.2016;1111100000;;;;;;60;3.9;00716-ekonomka-eco_led10wa60e2730;Bulb 850Lm 10W 3000K M E27
717;717;Экономка;home EcoLED9wA55E2730pro;9;1;0;3000;920;75;;220-240;;;30000;12;0714;;55;100;;4690488021800;;;E27;Bulb;LED;;http://ekonomca.ru/ourproduct/#/;;190;;8.3;56;637;3054;84.5;16;;;;1;;;1;140;1;;;;19.03.2016;1111100000;;;;;;65;3.9;00717-ekonomka-home-ecoled9wa55e2730pro;Bulb 920Lm 9W 3000K M E27
718;718;Hyundai;LED02-A60-12W-4.5K-E27;12;1;0;4500;1150;125;80;220-230;;;50000;24;0114;;60;117;;8806305171177;;;E27;Bulb;LED;;http://www.hyundai-electronics.ru/product/light/led/index.php?ELEMENT_ID=18255;;350;;11.8;56;1054;5511;80.3;5;;;;29;;;29;141;3;;;;19.03.2016;1111100000;;;;;;90;2.9;00718-hyundai-led02-a60-12w-45k-e27;Bulb 1150Lm 12W 4500K M E27
719;719;Hyundai;LED03-A60-10W-4.5K-E27;10;1;0;4500;905;100;80;220-230;;;35000;6;1213;;60;116;;8806305172556;;;E27;Bulb;LED;;http://www.hyundai-electronics.ru/product/light/led/index.php?ELEMENT_ID=18957;;200;;9.3;54;713;4327;84.1;11;;;;40;;;40;214;1;;;;19.03.2016;1111100000;;;;;;70;1.5;00719-hyundai-led03-a60-10w-45k-e27;Bulb 905Lm 10W 4500K M E27
720;720;Hyundai;LED02-A60-9W-4.5K-E27;9;1;0;4500;880;100;80;220-230;;;50000;24;0114;;60;108;;8806305171139;;;E27;Bulb;LED;;http://www.hyundai-electronics.ru/product/light/led/index.php?ELEMENT_ID=18253;;270;;9;57;870;4050;73.8;-14;;;;4;;;4;166;3;;;;19.03.2016;1111100000;;;;;;80;3.3;00720-hyundai-led02-a60-9w-45k-e27;Bulb 880Lm 9W 4500K M E27
721;721;GE;LED7/A60/827/100-240V/E27/F ECOD;7;1;0;2700;400;;;100-240;;;25000;;;;60;108;;0043168938457;;;E27;Bulb;LED;;http://catalog.gelighting.com/lamp/led-lamps/d=0/?r=ru;;214;;5.7;76;426;2716;82.4;13;;;;5;;;5;138;3;;;;19.03.2016;1111100000;;;;;;50;4.5;00721-ge-led7-a60-827-100-240v-e27-f-ecod;Bulb 400Lm 7W 2700K M E27
722;722;Kaskad;LE9E27A-220;9;1;0;4000;600;60;;220;;;25000;12;;;77;124;;4623721102264;;;E27;Bulb;LED;;http://kaskad-dtv.com/index.php/product/goods/41-lampa-led-kaskad-le9e27a-220/category_pathway-24;;170;;6.5;24;344;4275;67.7;-47;;;;62;;;62;134;2;;;;19.03.2016;1111100000;;;;;;40;0.3;00722-kaskad-le9e27a-220;Bulb 600Lm 9W 4000K M E27
723;723;Uniel;Venturo LED-M88-100w/NW/E27/FR;100;1;0;4000;10000;1000;80;100-265;;;30000;36;0514;;98;187;;4690485066897;;;E27;Bulb;LED;;http://uniel.ru/catalog/4377;;5000;;104;96;8566;4259;83.8;10;;;;27;;;27;122;1;;;;19.03.2016;1111100000;;;;;;600;2.8;00723-uniel-venturo-led-m88-100w-nw-e27-fr;Bulb 10000Lm 100W 4000K M E27
724;724;Osram;LED STAR CLASSIC A 100 FR 12w /827;12;1;0;2700;1055;100;80;220-240;;;15000;36;;;60;115;;4052899214767;;;E27;Bulb;LED;;https://www.ledvance.com.ru/;;695;;11.6;58;1064;2687;87.2;34;;;;7;;;7;155;1;;;;19.03.2016;1111100000;;;;;;90;4.5;00724-osram-led-star-classic-a-100-fr-12w--827;Bulb 1055Lm 12W 2700K M E27
725;725;Powerful;PBLB027C006CW;6.5;1;0;5500;650;75;75;220;;;36500;24;;;60;115;;4627087310059;;;E27;Bulb;LED;;http://ledpowerful.com/russian/our-products.html;;199;;6.9;96;510;7463;78.9;9;;;;22;;;22;140;1;;;;19.03.2016;1111100000;;;;;;55;3.0;00725-powerful-pblb027c006cw;Bulb 650Lm 6.5W 5500K M E27
